id,Radiation
0,534.2727275117094
1,635.1097836946988
2,-0.5768139135612453
3,-18.504782839477702
4,-7.097500470017393
5,575.9409360456726
6,65.5367876542916
7,12.293441213000403
8,691.7216598093165
9,182.42876832866347
10,682.8057977905665
11,-6.437597888372536
12,8.514590902088939
13,31.15525159146835
14,49.27586180562744
15,84.54394760529286
16,767.7398597014072
17,40.42579493428609
18,29.456877064041446
19,365.86071463788824
20,546.0933872045891
21,4.022829967167774
22,371.5206831453654
23,352.57326472221627
24,452.8683971580198
25,-18.504782839477702
26,49.99632211163946
27,-11.654168446846144
28,50.08893108083503
29,17.956944379466993
30,3.1352765505198095
31,295.59362082364675
32,7.3254414743999385
33,60.624014997161964
34,345.9857266948089
35,16.991389660084227
36,277.3051613811046
37,-28.62828257640733
38,193.09938703229136
39,52.25257246299657
40,245.9154515520072
41,63.55799035580625
42,33.62362111227746
43,-21.50994719162997
44,6.24126697702729
45,101.34822011165271
46,329.10927855038267
47,370.3997998490894
48,749.8035912869148
49,131.26422337776808
50,169.13109010464223
51,91.40108419866068
52,-11.601490199540503
53,5.876700062827761
54,29.063092535744104
55,846.4518725976936
56,46.71186940550094
57,632.5989618795719
58,-25.173213058457645
59,62.00189159854142
60,778.0759576385309
61,-33.34629565769111
62,409.8360185936746
63,21.27791353207155
64,108.33431208710665
65,17.439503427952936
66,14.56727394303964
67,263.15656500686225
68,272.25774094141303
69,170.38306687665514
70,63.72875941984973
71,55.16329640826922
72,5.780070793671239
73,696.7346386358898
74,15.097511808994412
75,-0.7896761861581723
76,223.6952160363059
77,168.92295411828044
78,552.8263550322779
79,288.4709799787519
80,23.913576088567094
81,67.2607571705924
82,320.65115184492896
83,-10.17601103486368
84,-46.63691215443793
85,550.569238509255
86,18.04334179775734
87,4.507779248429258
88,184.01758722444518
89,-28.436345841011168
90,973.9980903051314
91,6.083853893394084
92,241.95519777706883
93,46.77550267184862
94,-8.628344256622706
95,499.406565390812
96,-4.857394373919253
97,162.96238312379515
98,-2.925431089539272
99,9.850996348962795
100,4.272475777594591
101,18.806405711245525
102,24.96003748535299
103,241.5096296014465
104,-0.9654672934301782
105,157.80689337972794
106,-32.65036251786302
107,15.965931562883847
108,112.16204884611716
109,37.92164463383906
110,646.4641242190152
111,4.068138137693
112,-12.343272263557019
113,525.9434528485883
114,842.6282222637302
115,251.63609817071347
116,21.192401664861364
117,-4.8043545119640045
118,34.79135529865688
119,169.0321272188825
120,118.6235800508355
121,106.61437985982982
122,520.1662109382378
123,579.2201931614889
124,888.275629136853
125,64.34066576361117
126,7.550397561102101
127,25.228789743393957
128,128.125238457888
129,588.2734813848475
130,47.907588584776306
131,437.0700281828215
132,8.882457609826147
133,26.11945356928652
134,829.7693261962489
135,850.5403399433424
136,28.497679948063166
137,8.607274921794092
138,75.2857530534944
139,94.26739302732042
140,-17.19534776823698
141,518.9786427784642
142,-15.041915682997491
143,408.5526625211007
144,724.3907155168266
145,-5.262849486668893
146,47.38353945710292
147,53.272198043930906
148,10.238855505149553
149,24.741760965747755
150,457.5776079504162
151,-44.48203323931158
152,668.4143884399715
153,148.89851995529963
154,116.08476152391432
155,44.40327301395366
156,502.87452692071156
157,18.819089894591503
158,699.5888918390192
159,943.7352853263164
160,553.3823836804003
161,632.2089097224379
162,-9.975911271077557
163,55.27742954656339
164,285.5809937612121
165,247.77032097429392
166,484.3343203201401
167,42.208320558077695
168,355.46827695564406
169,31.05544140603715
170,416.5073643516634
171,150.95658947150247
172,457.36349583090737
173,9.82425023836378
174,371.23128288390365
175,19.964984773637692
176,12.27791233130857
177,299.7960015020655
178,15.674480727390698
179,310.2759858338683
180,-43.66563708170615
181,81.51072021970747
182,1.1283478629524055
183,362.50284930926966
184,3.65560431067536
185,-43.66563708170615
186,81.67517278253021
187,760.6396563162784
188,74.64641329915827
189,17.836111502291725
190,24.13666161355176
191,855.3903353321456
192,8.736769192900098
193,-5.804248338529548
194,23.64473604489762
195,53.50460255589553
196,228.76760818172392
197,-8.627590292770062
198,618.7125518181234
199,169.28890072296926
200,373.85757906885846
201,17.022711368306798
202,-1.319958273538107
203,1.6175925485587128
204,825.2661316782097
205,581.0210148779965
206,39.49266011321353
207,47.07731602935125
208,882.4050114392267
209,129.36418710145364
210,776.6757057034102
211,491.97669274380064
212,53.59483088613406
213,12.350173002477575
214,492.30075201312127
215,74.64641329915827
216,55.50403950916824
217,389.5993349835499
218,511.2164194250349
219,30.571972356392145
220,202.94069283646354
